Bepaling,Materiaal,REFERENCE_UNIT,LIS,LIS_adjusted,loinc,LONG_COMMON_NAME,lab_naam
Hemoglobine (HHB),Bloed Mixed Veneus,mmol/L,HHB;BL,HHB-BL,,,LABTRAIN
Hemoglobine (HHB),Bloed Vragen om afname informatie,mmol/L,HHB;BL,HHB-BL,,,LABTRAIN
Hemoglobine (HHB),Overige,mmol/L,HHB;O,HHB-O,,,LABTRAIN
Hemoglobine (Liq),Liquor,umol/L,K_HB_LI,K_HB_LI,,,GLIMS
Hemoglobine A1a fractie van HbA1,Bloed,%,K_A1aP_EB,K_A1aP_EB,,,GLIMS
Hemoglobine A1b fractie van HbA1,Bloed,%,K_A1bP_EB,K_A1bP_EB,,,GLIMS
Hemoglobine fractie A0 van HbA,Bloed,%,K_A0P_EB,K_A0P_EB,,,GLIMS
Hemoglobine Variant percentage van HbA1,Bloed,%,K_HVARP_EB,K_HVARP_EB,,,GLIMS
Hemoglobuline-stick (decentraal),Urine,geen,DUHES;U,DUHES-U,,,LABTRAIN
K (onv.ISE),Bloed {<GES},mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed {<GMA},mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed {<GMO},mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed {<MTWM},mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed {<TWM},mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed {<VVE},mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed {<ZOP},mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed Na Filter,mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed Navel veneus,mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed Voor Filter,mmol/L,K_KA_HB,K_KA_HB,,,GLIMS
K (onv.ISE),Bloed {<VIM},mmol/L,P_KA_HB,P_KA_HB,,,GLIMS
K (onv.ISE),Bloed {<ZOP},mmol/L,P_KA_HB,P_KA_HB,,,GLIMS
K (onv.ISE),Bloed M.B.O,mmol/L,P_KA_HB,P_KA_HB,,,GLIMS
K (onv.ISE),Bloed Na Filter,mmol/L,P_KA_HB,P_KA_HB,,,GLIMS
K (onv.ISE),Bloed Na-Filter,mmol/L,P_KA_HB,P_KA_HB,,,GLIMS
K (onv.ISE),Bloed Navel arterieel,mmol/L,P_KA_HB,P_KA_HB,,,GLIMS
K (onv.ISE),Bloed Navel veneus,mmol/L,P_KA_HB,P_KA_HB,,,GLIMS
K (onv.ISE),Bloed Voor Filter,mmol/L,P_KA_HB,P_KA_HB,,,GLIMS
Kalium (RKAL),Bloed Arm,mmol/L,RKAL;BL,RKAL-BL,,,LABTRAIN
Kalium (RKAL),Bloed Nevirapine:,mmol/L,RKAL;BL,RKAL-BL,,,LABTRAIN
Kalium bep.supernatant,Feces,mmol/L,K_KAbep_FA,K_KAbep_FA,,,GLIMS
Kalium de.,Bloed Arterieel;Veneus,mmol/L,CKAL;BL,CKAL-BL,,,LABTRAIN
Kreat onteiwit (KRO),Bloed Arterieel,µmol/L,KRO;BL,KRO-BL,,,LABTRAIN
Kreat onteiwit (KRO),Bloed Veneus,µmol/L,KRO;BL,KRO-BL,,,LABTRAIN
Kreat onteiwit (KRO),Bloed,µmol/L,KRO;BL,KRO-BL,,,LABTRAIN
Kreatinine,Dry Blood Spot,umol/L,A_KR_DB,A_KR_DB,,,GLIMS
Kreatinine,Bloed Arterieel,µmol/L,RKRE;BL,RKRE-BL,,,LABTRAIN
Kreatinine,Bloed Arterielijn,µmol/L,RKRE;BL,RKRE-BL,,,LABTRAIN
Kreatinine,Bloed Capillair vinger,µmol/L,RKRE;BL,RKRE-BL,,,LABTRAIN
Kreatinine,Bloed Mixed Veneus,µmol/L,RKRE;BL,RKRE-BL,,,LABTRAIN
Kreatinine,Bloed Nevirapine:,µmol/L,RKRE;BL,RKRE-BL,,,LABTRAIN
Kreatinine,Bloed Veneus,µmol/L,RKRE;BL,RKRE-BL,,,LABTRAIN
Kreatinine,Bloed Vragen om afname informatie,µmol/L,RKRE;BL,RKRE-BL,,,LABTRAIN
Kreatinine berekend,Bloed,umol/L,K_KRB_HP,K_KRB_HP,,,GLIMS
LDL-chol.,Bloed Arterieel,mmol/L,RLDL;BL,RLDL-BL,,,LABTRAIN
LDL-chol.,Bloed Capillair vinger,mmol/L,RLDL;BL,RLDL-BL,,,LABTRAIN
LDL-chol.,Bloed Veneus,mmol/L,RLDL;BL,RLDL-BL,,,LABTRAIN
Micro-albumine dialysaat,Dialysaat,mg/L,K_MALB_DI,K_MALB_DI,,,GLIMS
Na (onv.ISE),Bloed {<GES},mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed {<GMA},mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed {<GMO},mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed {<MTWM},mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed {<TWM},mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed {<VVE},mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed {<ZOP},mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed Na Filter,mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed Navel veneus,mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed Voor Filter,mmol/L,K_NA_HB,K_NA_HB,,,GLIMS
Na (onv.ISE),Bloed {<VIM},mmol/L,P_NA_HB,P_NA_HB,,,GLIMS
Na (onv.ISE),Bloed {<ZOP},mmol/L,P_NA_HB,P_NA_HB,,,GLIMS
Na (onv.ISE),Bloed M.B.O,mmol/L,P_NA_HB,P_NA_HB,,,GLIMS
Na (onv.ISE),Bloed Na Filter,mmol/L,P_NA_HB,P_NA_HB,,,GLIMS
Na (onv.ISE),Bloed Na-Filter,mmol/L,P_NA_HB,P_NA_HB,,,GLIMS
Na (onv.ISE),Bloed Navel arterieel,mmol/L,P_NA_HB,P_NA_HB,,,GLIMS
Na (onv.ISE),Bloed Navel veneus,mmol/L,P_NA_HB,P_NA_HB,,,GLIMS
Na (onv.ISE),Bloed Voor Filter,mmol/L,P_NA_HB,P_NA_HB,,,GLIMS
Natrium (RNAT),Bloed Arm,mmol/L,RNAT;BL,RNAT-BL,,,LABTRAIN
Natrium (RNAT),Bloed Nevirapine:,mmol/L,RNAT;BL,RNAT-BL,,,LABTRAIN
Natrium (RNAT),Overige,mmol/L,RNAT;O,RNAT-O,,,LABTRAIN
Natrium bep.supernatant,Feces,mmol/L,K_NAbep_FA,K_NAbep_FA,,,GLIMS
t4;11pBALL,Beenmerg,geen,P030;BM,P030-BM,,,LABTRAIN
Totaal chol.,Bloed Arterieel,mmol/L,RCHO;BL,RCHO-BL,,,LABTRAIN
Totaal chol.,Bloed Capillair vinger,mmol/L,RCHO;BL,RCHO-BL,,,LABTRAIN
Totaal chol.,Bloed Veneus,mmol/L,RCHO;BL,RCHO-BL,,,LABTRAIN
totale hemoglobine A1 fractie van HbA,Bloed,%,K_A1TP_EB,K_A1TP_EB,,,GLIMS
Transferrine (TRAR),Bloed Arterieel,g/L,TRAR;BL,TRAR-BL,,,LABTRAIN
Transferrine (TRAR),Bloed Veneus,g/L,TRAR;BL,TRAR-BL,,,LABTRAIN
Triglyceride,Bloed Arterieel,mmol/L,RTRI;BL,RTRI-BL,,,LABTRAIN
Triglyceride,Bloed Capillair vinger,mmol/L,RTRI;BL,RTRI-BL,,,LABTRAIN
Triglyceride,Bloed Veneus,mmol/L,RTRI;BL,RTRI-BL,,,LABTRAIN
Triglyceride,Bloed Vragen om afname informatie,mmol/L,RTRI;BL,RTRI-BL,,,LABTRAIN
Triglyceride,Overige Drain Thorax,mmol/L,RTRI;O,RTRI-O,,,LABTRAIN
Triglyceriden drainvocht,Drainvocht,mmol/L,K_TRGL_DR,K_TRGL_DR,,,GLIMS
Troponine T (ETRO),Bloed Arterieel,,ETRO;BL,ETRO-BL,,,LABTRAIN
TSH,Bloed Arterieel,mE/L,TSHR;BL,TSHR-BL,,,LABTRAIN
TSH,Bloed Capillair vinger,mE/L,TSHR;BL,TSHR-BL,,,LABTRAIN
TSH,Bloed Veneus,mE/L,TSHR;BL,TSHR-BL,,,LABTRAIN
TSH (TSHD),Bloed Arterieel,mE/L,TSHD;BL,TSHD-BL,,,LABTRAIN
TSH (TSHD),Bloed Veneus,mE/L,TSHD;BL,TSHD-BL,,,LABTRAIN
TSH Receptor antistoffen,Bloed,,K_TSHRA_SR,K_TSHRA_SR,,,GLIMS
TSH Receptor interpretatie,Bloed,,K_TBIII_SR,K_TBIII_SR,,,GLIMS
Ureum (RURE),Bloed Vragen om afname informatie,mmol/L,RURE;BL,RURE-BL,,,LABTRAIN
Ureum (RURE),Bloed Capillair vinger,mmol/L,RURE;BL,RURE-BL,,,LABTRAIN
Ureum (RURE),Bloed Mixed Veneus,mmol/L,RURE;BL,RURE-BL,,,LABTRAIN
Ureum (RURE),Bloed Nevirapine:,mmol/L,RURE;BL,RURE-BL,,,LABTRAIN
Yzerverz.,Bloed Arterieel,geen,RYZV;BL,RYZV-BL,,,LABTRAIN
Yzerverz.%,Bloed Arterieel,,RYZV%;BL,RYZV%-BL,,,LABTRAIN
Yzerverz.%,Bloed Veneus,,RYZV%;BL,RYZV%-BL,,,LABTRAIN
#EOSINOFIEL (DIALYSAAT),Dialysaat,10E9/L,OEOA-B,,,,AMC LAB LABTRAIN
AF OV FR.,,%,K_OV_SR,,,,VUMC LAB GLIMS
ALAT(SGPT),Bloed Arterieel,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Atazanavir:,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Atazanavir:;Darunavir:,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Atazanavir:;Lopinavir:,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Bloed,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Capillair,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Capillair vinger,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Centraal veneus,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Darunavir:,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Efavirenz:,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Lopinavir:,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Mixed Veneus,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Nevirapine:,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Vragen om afname informatie,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Vragen om afname informatie;Capillair,U/L 37C,RPT;BL,,,,LABTRAIN
ALAT(SGPT),Bloed Vragen om afname informatie;Darunavir:,U/L 37C,RPT;BL,,,,LABTRAIN
ALB-FR,Bloed,g/L,K_ALF_SR,,,,VUMC LAB GLIMS
ALBUMINE (IMM.),Bloed,g/L,K_ALBI_SR,,,,VUMC LAB GLIMS
ALBUMINE (IMM.),Liquor,g/L,K_ALBI_SR,,,,VUMC LAB GLIMS
ALBUMINE IMM (DIALYSAAT),Dialysaat,¶g/L,IMALD-B,,,,AMC LAB LABTRAIN
ALBUMINE RATIO (LIQUOR) VUMC,Liquor,0.01,K_ALBR,,,,VUMC LAB GLIMS
aPTT,Bloed Arterieel,Seconde,SAPT;BL,,,,LABTRAIN
aPTT,Bloed Capillair,Seconde,SAPT;BL,,,,LABTRAIN
aPTT,Bloed Centraal veneus,Seconde,SAPT;BL,,,,LABTRAIN
aPTT,Bloed Darunavir:,Seconde,SAPT;BL,,,,LABTRAIN
aPTT,Bloed Lopinavir:,Seconde,SAPT;BL,,,,LABTRAIN
aPTT,Bloed Mixed Veneus,Seconde,SAPT;BL,,,,LABTRAIN
aPTT,Bloed Veneus,Seconde,SAPT;BL,,,,LABTRAIN
aPTT,Bloed Vragen om afname informatie,Seconde,SAPT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Arterieel,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Capillair,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Capillair vinger,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Centraal veneus,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Darunavir:,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Efavirenz:,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Lopinavir:,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Mixed Veneus,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Nevirapine:,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Veneus,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Vragen om afname informatie,U/L 37C,ROT;BL,,,,LABTRAIN
ASAT(SGOT),Bloed Vragen om afname informatie;Capillair,U/L 37C,ROT;BL,,,,LABTRAIN
BASO (MICROSCOPISCH) VUMC,Bloed,x10e9/L,K_HBAA_EB,,,,VUMC LAB GLIMS
BASO (MICROSCOPISCH) VUMC,,x10e9/L,K_HBAA_EB,,,,VUMC LAB GLIMS
BASO (MICROSCOPISCH),,x10e9/L,H_HBAA_EB,,,,VUMC LAB GLIMS
BASOFIELE GRANULOCYT (BLOED) AMC,Bloed,%,SBAS-BL,,,,AMC LAB LABTRAIN
BASOFIELE GRANULOCYTEN (BEENMERG) AMC,Beenmerg,,SBASBM-BM,,,,AMC LAB LABTRAIN
BASOFIELE GRANULOCYTEN % (BEENMERG) AMC,Beenmerg,%,SBASBMP-BM,,,,AMC LAB LABTRAIN
BASOFIELE GRANULOCYTEN % (BEENMERG)),Beenmerg,%,EPIC:BM,,,,AMC LAB LABTRAIN
Bezinking,Bloed Arterieel,mm/U,RBSE;BL,,,,LABTRAIN
Bezinking,Bloed Capillair,mm/U,RBSE;BL,,,,LABTRAIN
Bezinking,Bloed Capillair vinger,mm/U,RBSE;BL,,,,LABTRAIN
Bezinking,Bloed Centraal veneus,mm/U,RBSE;BL,,,,LABTRAIN
Bezinking,Bloed Veneus,mm/U,RBSE;BL,,,,LABTRAIN
Bezinking,Bloed Vragen om afname informatie,mm/U,RBSE;BL,,,,LABTRAIN
BICARBONAAT - DECENTRAAL,Bloed,mmol/L,DBIC-BL,,,,AMC LAB LABTRAIN
Bili (Liq),Liquor,,K_BILL_LI,,,,GLIMS
EIWIT MG/L (LIQUOR),Dummy,mg/L,K_CFP_LI,,,,VUMC LAB GLIMS
Bili-direct (RBID),Bloed Arterieel,µmol/L,RBID;BL,,,,LABTRAIN
Bili-direct (RBID),Bloed Capillair vinger,µmol/L,RBID;BL,,,,LABTRAIN
Bili-direct (RBID),Bloed Capillair,µmol/L,RBID;BL,,,,LABTRAIN
Bili-direct (RBID),Bloed Centraal veneus,µmol/L,RBID;BL,,,,LABTRAIN
Bili-direct (RBID),Bloed Veneus,µmol/L,RBID;BL,,,,LABTRAIN
Bili-direct (RBID),Bloed Vragen om afname informatie,µmol/L,RBID;BL,,,,LABTRAIN
Bili-direct (RBID),Bloed Vragen om afname informatie;Capillair,µmol/L,RBID;BL,,,,LABTRAIN
NON-HDL-CHOLESTEROL VUMC,Dummy,mmol/L,K_NHDL_HP,,,,VUMC LAB GLIMS
Bili-totaal (ICTO),Bloed Arterieel,µmol/L,ICTO;BL,,,,LABTRAIN
Bili-totaal (ICTO),Bloed Capillair vinger,µmol/L,ICTO;BL,,,,LABTRAIN
Bili-totaal (ICTO),Bloed Lopinavir:,µmol/L,ICTO;BL,,,,LABTRAIN
Bili-totaal (ICTO),Bloed Veneus,µmol/L,ICTO;BL,,,,LABTRAIN
Bili-totaal (ICTO),Bloed Vragen om afname informatie,µmol/L,ICTO;BL,,,,LABTRAIN
Bili-totaal (RBIT),Bloed Darunavir:,µmol/L,RBIT;BL,,,,LABTRAIN
Bili-totaal (RBIT),Bloed Efavirenz:,µmol/L,RBIT;BL,,,,LABTRAIN
Bili-totaal (RBIT),Bloed Lopinavir:,µmol/L,RBIT;BL,,,,LABTRAIN
Bili-totaal (RBIT),Bloed Mixed Veneus,µmol/L,RBIT;BL,,,,LABTRAIN
Bili-totaal (RBIT),Bloed Nevirapine:,µmol/L,RBIT;BL,,,,LABTRAIN
Bili-totaal (RBIT),Bloed Vragen om afname informatie,µmol/L,RBIT;BL,,,,LABTRAIN
Bili-totaal (RBIT),Bloed Vragen om afname informatie;Capillair,µmol/L,RBIT;BL,,,,LABTRAIN
BILIRUBINE (DRAINVOCHT),Drainvocht,,K_BILT_DR,,,,VUMC LAB GLIMS
BILIRUBINE (DRAINVOCHT),Drainvocht,umol/L,K_BILT_DR,,,,VUMC LAB GLIMS
BILIRUBINE (DRAINVOCHT),,umol/L,K_BILT_DR,,,,VUMC LAB GLIMS
Bilirubine drainvocht,Drainvocht,umol/L,K_BILT_DR,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed {<GES},umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed {<GMO},umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed {<TWM},umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed {<VEN},umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed {<VMA},umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed {<VVE},umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed {<ZOP},umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed Capillair,umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed Gemengd veneus,umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed M.B.O,umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed Navel arterieel,umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed Navel veneus,umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed Onbekend,umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs Centraal),Bloed,umol/L,K_BIL_HB,,,,GLIMS
Bilirubine(Bgs),Bloed {<ART},umol/L,P_BIL_HB,,,,GLIMS
Bilirubine(Bgs),Bloed {<VMA},umol/L,P_BIL_HB,,,,GLIMS
Bilirubine(Bgs),Bloed {<VMV},umol/L,P_BIL_HB,,,,GLIMS
Bilirubine(Bgs),Bloed {<VVE},umol/L,P_BIL_HB,,,,GLIMS
Bilirubine(Bgs),Bloed Navel veneus,umol/L,P_BIL_HB,,,,GLIMS
LEUCOCYTEN GP,Urine,,M_gp_leuco,,,,VUMC LAB GLIMS
EGFRKIDS KREAT AMC,Bloed,"mL/min/1,73m¶",FASCREA-BL,,,,AMC LAB LABTRAIN
CAION(7.4) GEM. VEN. VUMC,Bloed,mmol/L,P_CA_GEMVEN,,,,VUMC LAB GLIMS
CAION(7.4) GEM. VEN. VUMC,Bloed,mmol/L,K_CA_GEMVEN,,,,VUMC LAB GLIMS
CAION(7.4) GEM. VEN. VUMC,,mmol/L,P_CA_GEMVEN,,,,VUMC LAB GLIMS
CALCIUM RATIO POC VUMC,,,P_CA_RATIO,,,,VUMC LAB GLIMS
CALCIUM RATIO POC VUMC,Bloed,,P_CA_RATIO,,,,VUMC LAB GLIMS
HB(V.BGS) GEM. VEN. VUMC,,mmol/L,P_HB_GEMVEN,,,,VUMC LAB GLIMS
CHOLESTEROL,Dummy,mmol/L,K_CHOL_HP,,,,VUMC LAB GLIMS
ALB.CHEM,Dummy,g/L,K_ALBC_HP,,,,VUMC LAB GLIMS
CK iso-enzymen,Bloed,,K_CKISO_SR,,,,GLIMS
CK ISO-ENZYMEN VUMC,Bloed,,K_CKISO_SR,,,,VUMC LAB GLIMS
CK-BBfractie,Bloed,%,FCBB;BL,,,,LABTRAIN
CK-BBFRACTIE,Bloed,%,FCBB-BL,,,,AMC LAB LABTRAIN
CK-MBFRACTIE,Bloed,%,FCMB-BL,,,,AMC LAB LABTRAIN
CK-MMfractie,Bloed,%,FCMM;BL,,,,LABTRAIN
CK-MMFRACTIE,Bloed,%,FCMM-BL,,,,AMC LAB LABTRAIN
CPK,Bloed Arterieel,U/L 37C,RCPK;BL,,,,LABTRAIN
CPK,Bloed Capillair,U/L 37C,RCPK;BL,,,,LABTRAIN
CPK,Bloed Capillair vinger,U/L 37C,RCPK;BL,,,,LABTRAIN
CPK,Bloed Vragen om afname informatie,U/L 37C,RCPK;BL,,,,LABTRAIN
CRP (CRPR),Bloed Arterieel,mg/L,CRPR;BL,,,,LABTRAIN
LEUCOCYTEN GP,,,M_gp_leuco,,,,VUMC LAB GLIMS
CRP (CRPR),Bloed Centraal veneus,mg/L,CRPR;BL,,,,LABTRAIN
CRP (CRPR),Bloed Darunavir:,mg/L,CRPR;BL,,,,LABTRAIN
CRP (CRPR),Bloed Efavirenz:,mg/L,CRPR;BL,,,,LABTRAIN
CRP (CRPR),Bloed Mixed Veneus,mg/L,CRPR;BL,,,,LABTRAIN
CRP (CRPR),Bloed Nevirapine:,mg/L,CRPR;BL,,,,LABTRAIN
ALAT,Dummy,U/L,K_ALAT_HP,,,,VUMC LAB GLIMS
D-dimeren,Bloed Arterieel,mg/L,SDIM;BL,,,,LABTRAIN
D-dimeren,Bloed Capillair,mg/L,SDIM;BL,,,,LABTRAIN
D-dimeren,Bloed Veneus,mg/L,SDIM;BL,,,,LABTRAIN
D-dimeren,Bloed Vragen om afname informatie,mg/L,SDIM;BL,,,,LABTRAIN
D-lactaat,Urine,mmol/mmol kreat,K_DLACT_UR,,,,GLIMS
EGFR (MDRD),Dummy,mL/min/1.73m2,K_EGFRBer_HP,,,,VUMC LAB GLIMS
EGFRKIDS KREAT AMC,Bloed,"mL/min/1,73m2",FASCREA-BL,,,,AMC LAB LABTRAIN
EO (BEENMERG),,%,H_EO_BE,,,,VUMC LAB GLIMS
EO (BEENMERG),Beenmerg,%,H_EO_BE,,,,VUMC LAB GLIMS
EO (BEENMERG),Bloed,%,H_EO_BE,,,,VUMC LAB GLIMS
EO (MICROSCOPISCH) VUMC,Bloed,x10e9/L,K_HEOA_EB,,,,VUMC LAB GLIMS
EO (MICROSCOPISCH) VUMC,,x10e9/L,K_HEOA_EB,,,,VUMC LAB GLIMS
EO (MICROSCOPISCH) VUMC,,x10e9/L,H_HEOA_beenmerg_EB,,,,VUMC LAB GLIMS
EO (MICROSCOPISCH),,x10e9/L,H_HEOA_EB,,,,VUMC LAB GLIMS
EO % VUMC,,%,H_HEO_beenmerg_EB,,,,VUMC LAB GLIMS
EOSINOFIELE GRANULOCYT (LIQUOR) AMC,Liquor,,SEOSO-L,,,,AMC LAB LABTRAIN
EOSINOFIELE GRANULOCYTEN (BEENMERG) AMC,Beenmerg,,SEOSBM-BM,,,,AMC LAB LABTRAIN
EOSINOFIELE GRANULOCYTEN % (BEENMERG) AMC,Beenmerg,%,SEOSBMP-BM,,,,AMC LAB LABTRAIN
ERYTHROBLASTEN (MICROSCOPISCH),,/100Leuc,H_HERB_EB,,,,VUMC LAB GLIMS
ERYTHROBLASTEN (MICROSCOPISCH) VUMC,,/100Leuc,K_HERB_EB,,,,VUMC LAB GLIMS
ERYTHROBLASTEN (MICROSCOPISCH) VUMC,,/100Leuc,H_HERB_beenmerg_EB,,,,VUMC LAB GLIMS
ERYTHROBLASTEN (MICROSCOPISCH) VUMC,Bloed,/100Leuc,K_HERB_EB,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Ascitesvocht,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Biopt,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Broncho-Alveolaire Lavage,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Bronchusspoelsel,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Drainvocht,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Gewrichtspunctaat,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Kunstgewricht,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Oor,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Pericardvocht,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Peritoneaalvocht Capd Pat.,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Pleurapunctaat,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Punctaat,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Pus,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Sputum,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Urine,,M_gp_ery,,,,VUMC LAB GLIMS
ERYTHROCYTEN GP,Wonduitstrijk,,M_gp_ery,,,,VUMC LAB GLIMS
FE,Dummy,umol/L,K_FE_HP,,,,VUMC LAB GLIMS
Ferritine (EFER),Bloed Arterieel,µg/L,EFER;BL,,,,LABTRAIN
Ferritine (EFER),Bloed Capillair vinger,µg/L,EFER;BL,,,,LABTRAIN
Ferritine (EFER),Bloed Capillair,µg/L,EFER;BL,,,,LABTRAIN
Ferritine (EFER),Bloed Darunavir:,µg/L,EFER;BL,,,,LABTRAIN
Ferritine (EFER),Bloed Efavirenz:,µg/L,EFER;BL,,,,LABTRAIN
Ferritine (EFER),Bloed Lopinavir:,µg/L,EFER;BL,,,,LABTRAIN
Ferritine (EFER),Bloed Veneus,µg/L,EFER;BL,,,,LABTRAIN
Ferritine (EFER),Bloed Vragen om afname informatie,µg/L,EFER;BL,,,,LABTRAIN
Ferritine (EFER),Bloed Vragen om afname informatie;Darunavir:,µg/L,EFER;BL,,,,LABTRAIN
FERRITINE,Dummy,ug/L,K_FER_HP,,,,VUMC LAB GLIMS
Fibrinogeen,Bloed Arterieel,g/L,SFIB;BL,,,,LABTRAIN
Fibrinogeen,Bloed Capillair,g/L,SFIB;BL,,,,LABTRAIN
Fibrinogeen,Bloed Veneus,g/L,SFIB;BL,,,,LABTRAIN
Fibrinogeen,Bloed Vragen om afname informatie,g/L,SFIB;BL,,,,LABTRAIN
FLAER MONOCYT,Bloed,%neg,H_FLAERmono_BL,,,,VUMC LAB GLIMS
FR.T4 INDEX,Bloed,,FT4I-BL,,,,AMC LAB LABTRAIN
ERYTHROCYTEN GP,Overig,,M_gp_ery,,,,VUMC LAB GLIMS
Kreatinine,Bloed Capillair,µmol/L,RKRE;BL,,,,LABTRAIN
Gecon.Bili dummy,Bloed,,K_BILDD_HP,,,,GLIMS
